jobID,user,account,jobname,queue,walltime,exit_status,start,end,submit,nnodes,ncpus
jobID8720534,USER5558,ACCOUNT2349,JOB1470096,QUEUE4,2880,COMPLETED,04/12/2018 09:38:10,04/12/2018 09:41:16,04/12/2018 09:38:05,1,16
jobID8720535,USER5558,ACCOUNT2349,JOB1470097,QUEUE4,2880,COMPLETED,04/12/2018 11:31:20,04/12/2018 11:34:28,04/12/2018 11:31:20,1,16
jobID8720536,USER5558,ACCOUNT2349,JOB1470098,QUEUE4,2880,COMPLETED,04/12/2018 11:57:13,04/12/2018 12:00:17,04/12/2018 11:57:12,1,16
jobID8720537,USER5558,ACCOUNT2349,JOB1470099,QUEUE4,2880,COMPLETED,04/12/2018 11:57:23,04/12/2018 12:00:26,04/12/2018 11:57:21,1,16
jobID8720538,USER5558,ACCOUNT2349,JOB1470100,QUEUE4,2880,COMPLETED,04/12/2018 11:57:33,04/12/2018 12:00:35,04/12/2018 11:57:27,1,16
jobID8720539,USER5558,ACCOUNT2349,JOB1470101,QUEUE4,2880,COMPLETED,04/12/2018 11:57:33,04/12/2018 12:00:39,04/12/2018 11:57:26,1,16
jobID8720540,USER5558,ACCOUNT2349,JOB1470102,QUEUE4,2880,COMPLETED,04/12/2018 12:00:41,04/12/2018 12:03:49,04/12/2018 12:00:41,1,16
jobID8720541,USER5558,ACCOUNT2349,JOB1470103,QUEUE4,2880,COMPLETED,04/12/2018 12:01:10,04/12/2018 12:04:16,04/12/2018 12:01:08,1,16
jobID8720542,USER5558,ACCOUNT2349,JOB1470104,QUEUE4,2880,COMPLETED,04/12/2018 12:01:00,04/12/2018 12:04:19,04/12/2018 12:00:55,1,16
jobID8720543,USER5558,ACCOUNT2349,JOB1470105,QUEUE4,2880,COMPLETED,04/12/2018 12:01:23,04/12/2018 12:04:27,04/12/2018 12:01:22,1,16
jobID8720544,USER5558,ACCOUNT2349,JOB1470106,QUEUE4,2880,COMPLETED,04/12/2018 12:04:05,04/12/2018 12:07:13,04/12/2018 12:04:05,1,16
jobID8720545,USER5558,ACCOUNT2349,JOB1470107,QUEUE4,2880,COMPLETED,04/12/2018 12:04:38,04/12/2018 12:07:44,04/12/2018 12:04:37,1,16
jobID8720546,USER5558,ACCOUNT2349,JOB1470108,QUEUE4,2880,COMPLETED,04/12/2018 13:41:01,04/12/2018 13:41:38,04/12/2018 13:40:59,1,16
